Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
AMERICAN GENERAL LIFE INSURANCE COMPANY,IAM DIRECTORY SERVICES LEADER,245000,245000,245000,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,ARCHITECTURE AND SOFTWARE MODERNIZATION EVANGELIST,173500,173500,173500,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,ASSOCIATE ACTUARY,154500,154500,154500,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,ASSISTANT VICE PRESIDENT II SOFTWARE ENGINEER,150000,150000,150000,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,COMPLIANCE IT LEAD,145000,145000,145000,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,DESIGN & DEVELOPMENT IT TECH CONSULTANT II,137300,137300,137300,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,ASSISTANT VICE PRESIDENT II QUALITY ENGINEERING,135916,135916,135916,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,ASSOCIATE DIRECTOR ACTUARY,129106,129106,129106,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,SAP SECURITY ENGINEER,126900,126900,126900,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,ASSISTANT VICE PRESIDENT II DATA PLATFORM ENGINEERING,125000,125000,125000,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,ENTERPRISE ARCHITECT,120000,120000,120000,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,ASSISTANT ACTUARY,118000,118000,118000,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,TECHNICAL EXPERT RISK MODEL VALIDATION,117300,117300,117300,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,ASSISTANT VICE PRESIDENT I APPLICATION ENGINEERING,105000,105000,105000,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,SOFTWARE DEVELOPER,98500,98500,98500,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,SENIOR DATA ANALYST,98000,98000,98000,1
AMERICAN GENERAL LIFE INSURANCE COMPANY,BUSINESS ANALYST,82400,82400,82400,1
